Time,Air mass [mg/stk],Air mass (expected) [mg/stk],Charged air temp. [°C],Boost (bank 1) [hPa],Boost (expected) [hPa],Atmospheric pressure [hPa],Intake air temp. [°C],RPM [rpm],Coolant temp. [°C],Fuel pressure [bar],Fuel pressure (expected) [bar],Injection quantity [mg/stk],Injection quantity (expected) [mg/stk],Turbocharger actuator control [%],EGR actuator control [%],Fuel temp. [°C],Acceleration pedal - position [%],Main injection 1 duration [µs],Pre-injection 1 duration [µs],Internal torque [Nm]
"20:42:51,53","597,48","324,09","16,94","1106,89","1164,89","957,89","9,46","1715,9","86,95","402,07","395,18","4,8","4,55","83,74",5,"23,46","7,96",450,"280,93","77,83"
"20:42:51,63","593,57","343,76","16,94","1106,89","1164,89","957,89","9,46","1715,9","86,95","402,07","395,18","4,8","4,55","83,74",5,"23,46","7,96",450,"280,93","50,93"
"20:42:51,73","593,57","343,76","16,46","1106,89","1164,89","957,89","9,46","1715,9","86,95","402,07","395,18","4,8","4,55","83,74",5,"23,46","7,96",450,"280,93","50,93"
"20:42:51,83","593,57","343,76","16,46","1097,89","1122,89","958,89","9,46","1715,9","86,95","402,07","395,18","4,8","4,55","83,74",5,"23,46","7,96",450,"280,93","50,93"
"20:42:51,93","593,57","343,76","16,46","1097,89","1122,89","958,89","9,46","1715,9","86,95","402,07","395,18","4,8","4,55","83,74",5,"23,46","7,96",450,"280,93","50,93"
"20:42:52,03","593,57","343,76","16,46","1097,89","1122,89","958,89","9,46","1702,9","86,95","402,07","395,18","4,8","4,55","83,74",5,"23,46","7,96",450,"280,93","50,93"
"20:42:52,13","593,57","343,76","16,46","1097,89","1122,89","958,89","9,46","1702,9","86,95","382,39","382,57","4,8","4,55","83,74",5,"23,46","7,96",450,"280,93","50,93"
"20:42:52,24","593,57","343,76","16,46","1097,89","1122,89","958,89","9,46","1702,9","86,95","382,39","382,57","4,39","4,96","83,74",5,"23,46","7,96",450,"280,93","50,93"
"20:42:52,34","593,57","343,76","16,46","1097,89","1122,89","958,89","9,46","1702,9","86,95","382,39","382,57","4,39","4,96","83,74",5,"23,46","7,96",450,"280,93","50,93"
"20:42:52,44","593,57","343,76","16,46","1097,89","1122,89","958,89","9,46","1702,9","86,95","382,39","382,57","4,39","4,96","83,74",5,"23,46","10,92",450,"280,93","50,93"
"20:42:52,54","593,57","343,76","16,46","1097,89","1122,89","958,89","9,46","1702,9","86,95","382,39","382,57","4,39","4,96","83,74",5,"23,46","10,92",600,"258,95","50,93"
"20:42:52,64","593,57","343,76","16,46","1097,89","1122,89","958,89","9,46","1702,9","86,95","382,39","382,57","4,39","4,96","83,74",5,"23,46","10,92",600,"258,95","86,3"
"20:42:52,74","596,31","317,98","16,05","1097,89","1122,89","958,89","9,46","1702,9","86,95","382,39","382,57","4,39","4,96","83,74",5,"23,46","10,92",600,"258,95","86,3"
"20:42:52,84","596,31","317,98","16,05","1103,89","1183,89","958,89","9,46","1702,9","86,95","382,39","382,57","4,39","4,96","83,74",5,"23,46","10,92",600,"258,95","86,3"
"20:42:52,95","596,31","317,98","16,05","1103,89","1183,89","958,89","9,46","1702,9","86,95","382,39","382,57","4,39","4,96","83,74",5,"23,46","10,92",600,"258,95","86,3"
"20:42:53,05","596,31","317,98","16,05","1103,89","1183,89","958,89","9,46","1696,9","86,95","382,39","382,57","4,39","4,96","83,74",5,"23,46","10,92",600,"258,95","86,3"
"20:42:53,15","596,31","317,98","16,05","1103,89","1183,89","958,89","9,46","1696,9","86,95","430,67","424,78","4,39","4,96","83,74",5,"23,46","10,92",600,"258,95","86,3"
"20:42:53,25","596,31","317,98","16,05","1103,89","1183,89","958,89","9,46","1696,9","86,95","430,67","424,78","8,04","7,21","83,74",5,"23,46","10,92",600,"258,95","86,3"
"20:42:53,35","596,31","317,98","16,05","1103,89","1183,89","958,89","9,46","1696,9","86,95","430,67","424,78","8,04","7,21","83,74",5,"23,46","10,92",600,"258,95","86,3"
"20:42:53,46","596,31","317,98","16,05","1103,89","1183,89","958,89","9,46","1696,9","86,95","430,67","424,78","8,04","7,21","83,74",5,"23,46","10,84",600,"258,95","86,3"
"20:42:53,56","596,31","317,98","16,05","1103,89","1183,89","958,89","9,46","1696,9","86,95","430,67","424,78","8,04","7,21","83,74",5,"23,46","10,84","591,91","267,96","86,3"
"20:42:53,66","596,31","317,98","16,05","1103,89","1183,89","958,89","9,46","1696,9","86,95","430,67","424,78","8,04","7,21","83,74",5,"23,46","10,84","591,91","267,96","77,49"
"20:42:53,76","601,19","327,07","15,85","1103,89","1183,89","958,89","9,46","1696,9","86,95","430,67","424,78","8,04","7,21","83,74",5,"23,46","10,84","591,91","267,96","77,49"
"20:42:53,86","601,19","327,07","15,85","1112,89","1133,89","958,89","9,46","1696,9","86,95","430,67","424,78","8,04","7,21","83,74",5,"23,46","10,84","591,91","267,96","77,49"
"20:42:53,96","601,19","327,07","15,85","1112,89","1133,89","957,89","9,46","1696,9","86,95","430,67","424,78","8,04","7,21","83,74",5,"23,46","10,84","591,91","267,96","77,49"
"20:42:54,07","601,19","327,07","15,85","1112,89","1133,89","957,89","9,46","1679,9","86,95","430,67","424,78","8,04","7,21","83,74",5,"23,46","10,84","591,91","267,96","77,49"
"20:42:54,17","601,19","327,07","15,85","1112,89","1133,89","957,89","9,46","1679,9","86,95","362,58","374,49","8,04","7,21","83,74",5,"23,46","10,84","591,91","267,96","77,49"
"20:42:54,27","601,19","327,07","15,85","1112,89","1133,89","957,89","9,46","1679,9","86,95","362,58","374,49","3,09","4,42","83,74",5,"23,46","10,84","591,91","267,96","77,49"
"20:42:54,37","601,19","327,07","15,85","1112,89","1133,89","957,89","9,46","1679,9","86,95","362,58","374,49","3,09","4,42","83,74",5,"23,46","10,84","591,91","267,96","77,49"
"20:42:54,47","601,19","327,07","15,85","1112,89","1133,89","957,89","9,46","1679,9","86,95","362,58","374,49","3,09","4,42","83,74",5,"23,46","6,69","591,91","267,96","77,49"
"20:42:54,58","601,19","327,07","15,85","1112,89","1133,89","957,89","9,46","1679,9","86,95","362,58","374,49","3,09","4,42","83,74",5,"23,46","6,69","459,92","301,98","77,49"
"20:42:54,68","601,19","327,07","15,85","1112,89","1133,89","957,89","9,46","1679,9","86,95","362,58","374,49","3,09","4,42","83,74",5,"23,46","6,69","459,92","301,98","46,24"
"20:42:54,78","581,61","344,89","15,65","1112,89","1133,89","957,89","9,46","1679,9","86,95","362,58","374,49","3,09","4,42","83,74",5,"23,46","6,69","459,92","301,98","46,24"
"20:42:54,88","581,61","344,89","15,65","1088,89","1119,89","957,89","9,46","1679,9","86,95","362,58","374,49","3,09","4,42","83,74",5,"23,46","6,69","459,92","301,98","46,24"
"20:42:54,98","581,61","344,89","15,65","1088,89","1119,89","957,89","8,95","1679,9","86,95","362,58","374,49","3,09","4,42","83,74",5,"23,46","6,69","459,92","301,98","46,24"
"20:42:55,09","581,61","344,89","15,65","1088,89","1119,89","957,89","8,95","1674,9","87,95","362,58","374,49","3,09","4,42","83,74",5,"23,46","6,69","459,92","301,98","46,24"
"20:42:55,19","581,61","344,89","15,65","1088,89","1119,89","957,89","8,95","1674,9","87,95","373,57","369,7","3,09","4,42","83,74",5,"23,46","6,69","459,92","301,98","46,24"
"20:42:55,29","581,61","344,89","15,65","1088,89","1119,89","957,89","8,95","1674,9","87,95","373,57","369,7","3,14","3,88","83,67",5,"23,46","6,69","459,92","301,98","46,24"
"20:42:55,39","581,61","344,89","15,65","1088,89","1119,89","957,89","8,95","1674,9","87,95","373,57","369,7","3,14","3,88","83,67",5,"23,46","6,69","459,92","301,98","46,24"
"20:42:55,50","581,61","344,89","15,65","1088,89","1119,89","957,89","8,95","1674,9","87,95","373,57","369,7","3,14","3,88","83,67",5,"23,56","6,43","459,92","301,98","46,24"
"20:42:55,60","581,61","344,89","15,65","1088,89","1119,89","957,89","8,95","1674,9","87,95","373,57","369,7","3,14","3,88","83,67",5,"23,56","6,43","422,99","260,94","46,24"
"20:42:55,70","581,61","344,89","15,65","1088,89","1119,89","957,89","8,95","1674,9","87,95","373,57","369,7","3,14","3,88","83,67",5,"23,56","6,43","422,99","260,94","44,41"
"20:42:55,80","585,27","344,59","15,25","1088,89","1119,89","957,89","8,95","1674,9","87,95","373,57","369,7","3,14","3,88","83,67",5,"23,56","6,43","422,99","260,94","44,41"
"20:42:55,90","585,27","344,59","15,25","1075,89","1119,89","957,89","8,95","1674,9","87,95","373,57","369,7","3,14","3,88","83,67",5,"23,56","6,43","422,99","260,94","44,41"
"20:42:56,00","585,27","344,59","15,25","1075,89","1119,89","958,89","8,95","1674,9","87,95","373,57","369,7","3,14","3,88","83,67",5,"23,56","6,43","422,99","260,94","44,41"
"20:42:56,11","585,27","344,59","15,25","1075,89","1119,89","958,89","8,95","1652,9","87,95","373,57","369,7","3,14","3,88","83,67",5,"23,56","6,43","422,99","260,94","44,41"
"20:42:56,21","585,27","344,59","15,25","1075,89","1119,89","958,89","8,95","1652,9","86,95","364,78","364,57","3,14","3,88","83,67",5,"23,56","6,43","422,99","260,94","44,41"
"20:42:56,31","585,27","344,59","15,25","1075,89","1119,89","958,89","8,95","1652,9","86,95","364,78","364,57","3,2","2,96","83,67",5,"23,56","6,43","422,99","260,94","44,41"
"20:42:56,41","585,27","344,59","15,25","1075,89","1119,89","958,89","8,95","1652,9","86,95","364,78","364,57","3,2","2,96","83,67",5,"23,56","6,43","422,99","260,94","44,41"
"20:42:56,51","585,27","344,59","15,25","1075,89","1119,89","958,89","8,95","1652,9","86,95","364,78","364,57","3,2","2,96","83,67",5,"23,46","6,37","422,99","260,94","44,41"
"20:42:56,61","585,27","344,59","15,25","1075,89","1119,89","958,89","8,95","1652,9","86,95","364,78","364,57","3,2","2,96","83,67",5,"23,46","6,37","453,97","260,94","44,41"
"20:42:56,71","585,27","344,59","15,25","1075,89","1119,89","958,89","8,95","1652,9","86,95","364,78","364,57","3,2","2,96","83,67",5,"23,46","6,37","453,97","289,93","43,84"
"20:42:56,82","578,78","349,09","15,25","1075,89","1119,89","958,89","8,95","1652,9","86,95","364,78","364,57","3,2","2,96","83,67",5,"23,46","6,37","453,97","289,93","43,84"
"20:42:56,92","578,78","349,09","15,05","1069,89","1114,89","958,89","8,95","1652,9","86,95","364,78","364,57","3,2","2,96","83,67",5,"23,46","6,37","453,97","289,93","43,84"
"20:42:57,02","578,78","349,09","15,05","1069,89","1114,89","958,89","8,95","1652,9","86,95","364,78","364,57","3,2","2,96","83,67",5,"23,46","6,37","453,97","289,93","43,84"
"20:42:57,12","578,78","349,09","15,05","1069,89","1114,89","958,89","8,45","1632,9","86,95","364,78","364,57","3,2","2,96","83,67",5,"23,46","6,37","453,97","289,93","43,84"
"20:42:57,22","578,78","349,09","15,05","1069,89","1114,89","958,89","8,45","1632,9","86,95","355,99","353,18","3,2","2,96","83,67",5,"23,46","6,37","453,97","289,93","43,84"
"20:42:57,33","578,78","349,09","15,05","1069,89","1114,89","958,89","8,45","1632,9","86,95","355,99","353,18","1,73","2,35","83,67",5,"23,46","6,37","453,97","289,93","43,84"
"20:42:57,43","578,78","349,09","15,05","1069,89","1114,89","958,89","8,45","1632,9","86,95","355,99","353,18","1,73","2,35","83,61",5,"23,46","6,37","453,97","289,93","43,84"
"20:42:57,53","578,78","349,09","15,05","1069,89","1114,89","958,89","8,45","1632,9","86,95","355,99","353,18","1,73","2,35","83,61",5,"23,56","6,37","453,97","289,93","43,84"
"20:42:57,63","578,78","349,09","15,05","1069,89","1114,89","958,89","8,45","1632,9","86,95","355,99","353,18","1,73","2,35","83,61",5,"23,56","3,85","314,95","289,93","43,84"
"20:42:57,73","578,78","349,09","15,05","1069,89","1114,89","958,89","8,45","1632,9","86,95","355,99","353,18","1,73","2,35","83,61",5,"23,56","3,85","314,95","296,95","25,53"
"20:42:57,83","562,27","363,88","15,05","1069,89","1114,89","958,89","8,45","1632,9","86,95","355,99","353,18","1,73","2,35","83,61",5,"23,56","3,85","314,95","296,95","25,53"
"20:42:57,93","562,27","363,88","14,74","1060,89","1098,89","958,89","8,45","1632,9","86,95","355,99","353,18","1,73","2,35","83,61",5,"23,56","3,85","314,95","296,95","25,53"
"20:42:58,03","562,27","363,88","14,74","1060,89","1098,89","958,89","8,45","1632,9","86,95","355,99","353,18","1,73","2,35","83,61",5,"23,56","3,85","314,95","296,95","25,53"
"20:42:58,14","562,27","363,88","14,74","1060,89","1098,89","958,89","8,45","1612,9","86,95","355,99","353,18","1,73","2,35","83,61",5,"23,56","3,85","314,95","296,95","25,53"
"20:42:58,24","562,27","363,88","14,74","1060,89","1098,89","958,89","8,45","1612,9","86,95","355,99","353,18","1,73","2,35","83,61",5,"23,56","3,85","314,95","296,95","25,53"
"20:42:58,34","562,27","363,88","14,74","1060,89","1098,89","958,89","8,45","1612,9","86,95","347,17","348,09","1,21","1,35","83,61",5,"23,56","3,85","314,95","296,95","25,53"
"20:42:58,44","562,27","363,88","14,74","1060,89","1098,89","958,89","8,45","1612,9","86,95","347,17","348,09","1,21","1,35","83,61",5,"23,56","3,85","314,95","296,95","25,53"
"20:42:58,54","562,27","363,88","14,74","1060,89","1098,89","958,89","8,45","1612,9","86,95","347,17","348,09","1,21","1,35","83,61",5,"23,56","3,85","314,95","296,95","25,53"
"20:42:58,65","562,27","363,88","14,74","1060,89","1098,89","958,89","8,45","1612,9","86,95","347,17","348,09","1,21","1,35","83,61",5,"23,56","2,5","345,93","296,95","25,53"
"20:42:58,75","562,27","363,88","14,74","1060,89","1098,89","958,89","8,45","1612,9","86,95","347,17","348,09","1,21","1,35","83,61",5,"23,56","2,5","345,93",0,"25,53"
"20:42:58,85","563,4","370,18","14,74","1060,89","1098,89","958,89","8,45","1612,9","86,95","347,17","348,09","1,21","1,35","83,61",5,"23,56","2,5","345,93",0,"16,6"
"20:42:58,95","563,4","370,18","14,56","1048,89","1094,89","958,89","8,45","1612,9","86,95","347,17","348,09","1,21","1,35","83,61",5,"23,56","2,5","345,93",0,"16,6"
"20:42:59,05","563,4","370,18","14,56","1048,89","1094,89","958,89","8,45","1612,9","86,95","347,17","348,09","1,21","1,35","83,61",5,"23,56","2,5","345,93",0,"16,6"
"20:42:59,16","563,4","370,18","14,56","1048,89","1094,89","958,89","8,45","1593,9","86,95","347,17","348,09","1,21","1,35","83,61",5,"23,56","2,5","345,93",0,"16,6"
"20:42:59,26","563,4","370,18","14,56","1048,89","1094,89","958,89","8,45","1593,9","86,95","347,17","348,09","1,21","1,35","83,61",5,"23,56","2,5","345,93",0,"16,6"
"20:42:59,36","563,4","370,18","14,56","1048,89","1094,89","958,89","8,45","1593,9","86,95","342,78","343,17","1,22","1,34","83,61",5,"23,56","2,5","345,93",0,"16,6"
"20:42:59,46","563,4","370,18","14,56","1048,89","1094,89","958,89","8,45","1593,9","86,95","342,78","343,17","1,22","1,34","83,61",5,"23,56","2,5","345,93",0,"16,6"
"20:42:59,56","563,4","370,18","14,56","1048,89","1094,89","958,89","8,45","1593,9","86,95","342,78","343,17","1,22","1,34","83,61",5,"23,46","2,5","345,93",0,"16,6"
"20:42:59,67","563,4","370,18","14,56","1048,89","1094,89","958,89","8,45","1593,9","86,95","342,78","343,17","1,22","1,34","83,61",5,"23,46","2,41","348,98",0,"16,6"
"20:42:59,77","563,4","370,18","14,56","1048,89","1094,89","958,89","8,45","1593,9","86,95","342,78","343,17","1,22","1,34","83,61",5,"23,46","2,41","348,98",0,"16,6"
"20:42:59,87","561,1","370,67","14,56","1048,89","1094,89","958,89","8,45","1593,9","86,95","342,78","343,17","1,22","1,34","83,61",5,"23,46","2,41","348,98",0,"16,6"
"20:42:59,97","561,1","370,67","14,56","1045,89","1093,89","958,89","8,45","1593,9","86,95","342,78","343,17","1,22","1,34","83,61",5,"23,46","2,41","348,98",0,"16,6"
"20:43:00,07","561,1","370,67","14,56","1045,89","1093,89","958,89","8,45","1593,9","86,95","342,78","343,17","1,22","1,34","83,61",5,"23,46","2,41","348,98",0,"16,6"
"20:43:00,17","561,1","370,67","14,56","1045,89","1093,89","958,89","8,45","1578,9","86,95","342,78","343,17","1,22","1,34","83,61",5,"23,46","2,41","348,98",0,"16,6"
"20:43:00,27","561,1","370,67","14,56","1045,89","1093,89","958,89","8,45","1578,9","86,95","342,78","343,17","1,22","1,34","83,61",5,"23,46","2,41","348,98",0,"16,6"
